timestamp,volume,vwap,open,close,high,low,transactions,symbol
2023-12-01 05:00:00,45676673.0,190.8613,190.33,191.24,191.56,189.23,515537,AAPL
2023-12-04 05:00:00,43389519.0,188.916,189.98,189.43,190.05,187.4511,587461,AAPL
2023-12-05 05:00:00,66628398.0,193.1715,190.21,193.42,194.4,190.18,700669,AAPL
2023-12-06 05:00:00,41055862.0,192.8014,194.45,192.32,194.76,192.11,491436,AAPL
2023-12-07 05:00:00,47413955.0,194.3967,193.63,194.27,195.0,193.59,495048,AAPL
2023-12-08 05:00:00,53383658.0,195.1638,194.2,195.71,195.99,193.67,538968,AAPL
2023-12-11 05:00:00,60943699.0,192.7089,193.11,193.18,193.49,191.42,691172,AAPL
2023-12-12 05:00:00,52696900.0,193.7834,193.08,194.71,194.72,191.721,510768,AAPL
2023-12-13 05:00:00,70404183.0,196.9085,195.09,197.96,198.0,194.85,672552,AAPL
2023-12-14 05:00:00,66831572.0,198.2872,198.02,198.11,199.62,196.16,691862,AAPL
2023-12-15 05:00:00,127387901.0,197.56,197.53,197.57,198.3999,197.0,625452,AAPL
2023-12-18 05:00:00,55751861.0,195.6255,196.09,195.89,196.63,194.39,655763,AAPL
2023-12-19 05:00:00,40714051.0,196.5277,196.16,196.94,196.95,195.89,451709,AAPL
2023-12-20 05:00:00,52242815.0,196.142,196.9,194.83,197.68,194.83,550599,AAPL
2023-12-21 05:00:00,46482549.0,194.7425,196.1,194.68,197.08,193.5,554844,AAPL
2023-12-22 05:00:00,37149570.0,194.1013,195.18,193.6,195.41,192.97,500544,AAPL
2023-12-26 05:00:00,28919310.0,193.1713,193.61,193.05,193.89,192.83,488257,AAPL
2023-12-27 05:00:00,48087681.0,192.5679,192.49,193.15,193.5,191.09,548076,AAPL
2023-12-28 05:00:00,34049898.0,193.9222,194.14,193.58,194.66,193.17,472404,AAPL
2023-12-29 05:00:00,42672148.0,192.5761,193.9,192.53,194.4,191.725,509123,AAPL
